id,alcohol,alcohol_bands,category,country,description,designation,price,price_bands,rating,rating_bands,region,subregion,subsubregion,title,url,varietal,vintage,winery,quantity
1389,14.0,Medium-High,Red,Argentina,"Meaty plum and berry aromas are gamy at first, then more full and round with the benefit of airing. A full and grabby palate displays muscle and tannins more than finesse, while savory berry and plum flavors finish with residual dryness. Drink this authentic Cabernet through 2022.",Reserve Made with Organic Grapes,18,Budget Option,88,Mediocre,Mendoza Province,Tupungato,,Domaine Bousquet 2017 Reserve Made with Organic Grapes Cabernet Sauvignon (Tupungato),https://www.winemag.com/buying-guide/domaine-bousquet-2017-reserve-made-with-organic-grapes-cabernet-sauvignon-tupungato/,Cabernet Sauvignon,2017,Domaine Bousquet,1
1606,14.0,Medium-High,Red,Argentina,"Roasted berry aromas are initially leathery and earthy, then slightly animal influenced as this Cabernet breathes. Rubbing tannins and a compact mouthfeel eschew elegance, while flavors of plum and berry fruits are dry, peppery and slightly medicinal all the way through the finish.",Estate,20,Budget Option,88,Mediocre,Mendoza Province,Mendoza,,Alta Vista 2017 Estate Cabernet Sauvignon (Mendoza),https://www.winemag.com/buying-guide/alta-vista-2017-estate-cabernet-sauvignon-mendoza-307629/,Cabernet Sauvignon,2017,Alta Vista,1
2817,14.0,Medium-High,Red,Argentina,"Earthy plum, currant and herb aromas form a classical Pinot Noir nose. In the mouth, this is fairly full but also fresh and balanced. Chocolaty oak flavors sit on top of plum and currant, while this is long on a finish with notable but well-applied oak.",Reserve Made with Organic Grapes,18,Budget Option,90,Pretty Good,Mendoza Province,Tupungato,,Domaine Bousquet 2017 Reserve Made with Organic Grapes Pinot Noir (Tupungato),https://www.winemag.com/buying-guide/domaine-bousquet-2017-reserve-made-with-organic-grapes-pinot-noir-tupungato/,Pinot Noir,2017,Domaine Bousquet,1
403,14.0,Medium-High,Red,Argentina,"Spicy plum, berry and dry herb aromas are accented by cheesy oak and a hint of barnyard. On the palate, this worthy Tempranillo is plump, juicy and balanced. Lightly baked spicy plum and berry flavors are uncomplicated, while this tastes meaty and savory on a dry and focused finish.",Q,20,Budget Option,91,Pretty Good,Mendoza Province,Mendoza,,Zuccardi 2016 Q Tempranillo (Mendoza),https://www.winemag.com/buying-guide/zuccardi-2016-q-tempranillo-mendoza/,Tempranillo,2016,Zuccardi,1
973,14.0,Medium-High,Red,Argentina,"Pure berry aromas lean toward black fruits. On the palate, this cool-vintage Cabernet is fresh and firm, with a tight grip. Cherry and berry flavors are quick and punchy, with a touch of supporting oak, while a dry finish with crisp acidity includes plum and cherry notes.",Inkarri Winemaker's Reserve,18,Budget Option,90,Pretty Good,Mendoza Province,Mendoza,,Chakana 2016 Inkarri Winemaker's Reserve Cabernet Sauvignon (Mendoza),https://www.winemag.com/buying-guide/chakana-2016-inkarri-winemakers-reserve-cabernet-sauvignon-mendoza/,Cabernet Sauvignon,2016,Chakana,1
1238,14.0,Medium-High,Red,Argentina,"Jammy berry aromas are clean and cheerful. This cool-vintage Cab Sauvignon feels tight, fresh and bursting with energy. Black-plum, wild-berry and peppery flavors finish crisp, dry and lightly toasted.",Single Vineyard Reserva,20,Budget Option,89,Mediocre,Mendoza Province,Agrelo,,Lamadrid 2016 Single Vineyard Reserva Cabernet Sauvignon (Agrelo),https://www.winemag.com/buying-guide/lamadrid-2016-single-vineyard-reserva-cabernet-sauvignon-agrelo/,Cabernet Sauvignon,2016,Lamadrid,1
1482,14.0,Medium-High,Red,Argentina,"Spicy black-fruit aromas are in the lead, backed by mild notes of tomato leaf and green herbs. A tight and juicy palate features bold acidity, while flavors of blackberry, black currant and black pepper wrap up on a fresh finish that's slightly raw and tart.",Q,20,Budget Option,88,Mediocre,Mendoza Province,Valle de Uco,,Zuccardi 2016 Q Cabernet Sauvignon (Valle de Uco),https://www.winemag.com/buying-guide/zuccardi-2016-q-cabernet-sauvignon-valle-de-uco/,Cabernet Sauvignon,2016,Zuccardi,1
1781,14.0,Medium-High,Red,Argentina,"Grapey aromas are exotic and unusual for Mendoza, which makes sense seeing that this is a blend of Malbec and Corvina, the latter an Italian variety. A plump fleshy palate is more globular and chunky than finessed, while this tastes dark, blackened and like stewed black grapes prior to a slightly bitter finish.",Passo Doble Made with Organic Grapes,18,Budget Option,87,Mediocre,Mendoza Province,Uco Valley,,Masi Tupungato 2016 Passo Doble Made with Organic Grapes Red (Uco Valley),https://www.winemag.com/buying-guide/masi-tupungato-2016-passo-doble-made-with-organic-grapes-red-uco-valley/,Malbec-Corvina,2016,Masi Tupungato,1
1953,14.0,Medium-High,Red,Argentina,"Cassis, cherry, animal fur, sugar beet and raisiny aromas are telling in that they struggle to come together, much like the rest of this hard-pounding Cabernet from a difficult vintage for late-harvest reds. Clipped plum and olive flavors are uncomfortable on a chippy palate with acidity and astringency issues.",Reserva,35,Reasonable,86,Mediocre,Mendoza Province,Mendoza,,Las Vertientes 2016 Reserva Cabernet Sauvignon (Mendoza),https://www.winemag.com/buying-guide/las-vertientes-2016-reserva-cabernet-sauvignon-mendoza/,Cabernet Sauvignon,2016,Las Vertientes,1
2017,14.0,Medium-High,Red,Argentina,"Jumbled aromas of roasted fruits and road tar come around with airing but are never fully convincing. This Cabernet feels sappy and mildly abrasive, while foresty berry flavors are modest, as is a fleshy finish.",Una Seleccion,20,Budget Option,86,Mediocre,Mendoza Province,Mendoza,,Ricardo Santos 2016 Una Seleccion Cabernet Sauvignon (Mendoza),https://www.winemag.com/buying-guide/ricardo-santos-2016-una-seleccion-cabernet-sauvignon-mendoza/,Cabernet Sauvignon,2016,Ricardo Santos,1
2314,14.0,Medium-High,Red,Argentina,"The combination of skilled Winemaker Hector Durigutti and this particular vineyard usually results in excellent Cab Franc, even in a poor vintage like 2016. This smells spicy, leathery and a touch earthy and green. A tight palate of firm tannins offers flavors of dark cherry, black plum and chocolate.",Single Vineyard Reserva,20,Budget Option,91,Pretty Good,Mendoza Province,Agrelo,,Lamadrid 2016 Single Vineyard Reserva Cabernet Franc (Agrelo),https://www.winemag.com/buying-guide/lamadrid-2016-single-vineyard-reserva-cabernet-franc-agrelo/,Cabernet Franc,2016,Lamadrid,1
2482,14.0,Medium-High,Red,Argentina,"A lively nose is saucy and lightly herbal, with plum and berry notes. A firm, slightly raw palate features pointy tannins, while this tastes of tomato, plum and berry fruits. Drying tannins and snappy acidity are the main factors on a fresh finish. Given that 2016 was a rainy vintage, this deserves praise.",Monteagrelo,27,Reasonable,90,Pretty Good,Mendoza Province,Mendoza,,Bressia 2016 Monteagrelo Cabernet Franc (Mendoza),https://www.winemag.com/buying-guide/bressia-2016-monteagrelo-cabernet-franc-mendoza/,Cabernet Franc,2016,Bressia,1
923,14.0,Medium-High,Red,Argentina,"Animal, dried berry and prune aromas lead to a reserved palate featuring rubbery subdued tannins. Savory dark-berry flavors are earthy and herbal, while this is short and minty on the finish. While nothing miraculous, this blend of Malbec, Cabernet Sauvignon and Syrah rises to a fairly high level.",Estate Selection,27,Reasonable,90,Pretty Good,Mendoza Province,Valle de Uco,,Chakana 2015 Estate Selection Red (Valle de Uco),https://www.winemag.com/buying-guide/chakana-2015-estate-selection-red-valle-de-uco/,Red Blend,2015,Chakana,1
1185,14.0,Medium-High,Red,Argentina,"Earthy, slightly stalky berry aromas include a note of ground leaves. This Tempranillo is full and flush, with typical Mendoza size. Blackberry, plum, olive and brown-sugar flavors finish with all the weight this tasty honest red can handle.",El Olvidado Reserva,17,Budget Option,89,Mediocre,Mendoza Province,Mendoza,,Bodega Calle 2015 El Olvidado Reserva Tempranillo (Mendoza),https://www.winemag.com/buying-guide/bodega-calle-2015-el-olvidado-reserva-tempranillo-mendoza/,Tempranillo,2015,Bodega Calle,1
1279,14.0,Medium-High,Red,Argentina,"Aromas of lead pencil and wood shavings share space on the nose with rubbery berry-fruit notes. This blend of Cabernet Sauvignon, Malbec and Merlot is pulpy and fruit forward, with tension to the palate. Spicy berry and plum flavors are a touch cheesy, while this tastes savory and roasted on a dry lean finish.",Don Nicanor,19,Budget Option,89,Mediocre,Mendoza Province,Mendoza,,Nieto Senetiner 2015 Don Nicanor Red (Mendoza),https://www.winemag.com/buying-guide/nieto-senetiner-2015-don-nicanor-red-mendoza/,Bordeaux-style Red Blend,2015,Nieto Senetiner,1
2745,14.0,Medium-High,Red,Argentina,"An opaque black color and grapy, blatantly ripe berry aromas open this chunky Malbec from a difficult vintage. A scratchy palate displays scraping tannins, while this tastes blackened, charred and low on vivid fruit. Peppercorn spice and other dark flavors take this overripe but manageable Malbec home.",Nico,125,Expensive,90,Pretty Good,Mendoza Province,Mendoza,,Luca 2015 Nico Malbec (Mendoza),https://www.winemag.com/buying-guide/luca-2015-nico-malbec-mendoza/,Malbec,2015,Luca,1
2916,14.0,Medium-High,Red,Argentina,"Earthy, meaty berry aromas are accompanied by notes of iodine and iron. A sturdy palate shows very dry tannins, while this tastes of peppery berry fruits prior to a savory tasting finish with wiry acidity, pushy oak and firm residual tannins.",High Altitude Vineyards,30,Reasonable,89,Mediocre,Other,Calchaqui Valley,,Amaru 2015 High Altitude Vineyards Cabernet Sauvignon (Calchaqui Valley),https://www.winemag.com/buying-guide/amaru-2015-high-altitude-vineyards-cabernet-sauvignon-calchaqui-valley/,Cabernet Sauvignon,2015,Amaru,1
2928,14.0,Medium-High,Red,Argentina,"Earthy blackberry aromas are slightly murky and thus lack precision. This Malbec from a sketchy vintage feels chewy and a bit heavy across the palate. Berry and cassis flavors are a touch gummy and stewed, while this feels tannic and tastes of blueberry and green herb on the finish.",Reserva Barrancas VIneyards,25,Reasonable,89,Mediocre,Mendoza Province,Mendoza,,Pascual Toso 2015 Reserva Barrancas VIneyards Malbec (Mendoza),https://www.winemag.com/buying-guide/pascual-toso-2015-reserva-barrancas-vineyards-malbec-mendoza/,Malbec,2015,Pascual Toso,1
3003,14.0,Medium-High,Red,Argentina,"A full blast of cassis and blackberry aromas conveys ripeness, while a side of murky earth is a barrier to greater excellence. On the palate, this is chewy, tannic and rich. Plum and blackberry flavors are familiar for quality Mendoza Malbec, while this feels a bit rubbery and tannic on the finish. For a marginal vintage like 2015, this deserves praise. Drink through 2023.",Estate Selection,27,Reasonable,90,Pretty Good,Mendoza Province,Mendoza,,Chakana 2015 Estate Selection Malbec (Mendoza),https://www.winemag.com/buying-guide/chakana-2015-estate-selection-malbec-mendoza/,Malbec,2015,Chakana,1
727,14.0,Medium-High,Red,Argentina,"Aromas of blackberry, mocha and oak spice ring true and are in harmony. A flush palate displays fine balance, while spiced berry, plum, soy sauce and savory tea flavors land smoothly on a finish where subtle spicy oak returns and holds court. Drink through 2026.",Icono,60,Upper-Medium,93,Very Good,Mendoza Province,Mendoza,,Mi Terruno 2013 Icono Red (Mendoza),https://www.winemag.com/buying-guide/mi-terruno-2013-icono-red-mendoza/,Bordeaux-style Red Blend,2013,Mi Terruno,1
1516,14.0,Medium-High,Red,Argentina,"Mature berry, dusty barn and slight volatility tamp down the nose on this flush muscular Cabernet. Spiced plum flavors are savory and fruity at the same time. A steady finish with honest but hard tannins are a plus and suggest this as a good dinner wine, especially for meat dishes.",Reserva,15,Budget Option,88,Mediocre,Mendoza Province,Mendoza,,Antis 2013 Reserva Cabernet Sauvignon (Mendoza),https://www.winemag.com/buying-guide/antis-2013-reserva-cabernet-sauvignon-mendoza/,Cabernet Sauvignon,2013,Antis,1
1768,14.0,Medium-High,Red,Argentina,"Leafy, earthy red-fruit aromas show a hint of animal. Tightness drawn from tomatoey acidity and rubbing tannins make food a requirement, while currant and berry flavors are tight and reedy. This is a dry red-fruit Cabernet that emphasizes freshness and tension.",Vina Amalia Reserva,18,Budget Option,87,Mediocre,Mendoza Province,Uco Valley,,Carlos Basso 2013 Vina Amalia Reserva Cabernet Sauvignon (Uco Valley),https://www.winemag.com/buying-guide/carlos-basso-2013-vina-amalia-reserva-cabernet-sauvignon-uco-valley/,Cabernet Sauvignon,2013,Carlos Basso,1
2046,14.0,Medium-High,Red,Argentina,"Beefy plum and blackberry aromas are a touch roasted and soupy. This Malbec-led blend is full in body, with a mild sense of berry syrup offset by notable but welcome tartaric acidity. Chocolaty black fruit flavors finish toasty and lively for a ripe wine that's now more than eight years removed from harvest.",Gran Reserva,22,Reasonable,92,Pretty Good,Mendoza Province,Mendoza,,Antis 2010 Gran Reserva Red (Mendoza),https://www.winemag.com/buying-guide/antis-2010-gran-reserva-red-mendoza/,Bordeaux-style Red Blend,2010,Antis,1
3311,14.0,Medium-High,Red,Argentina,"Baked berry, root beer, cassis and licorice root aromas set up a firm and solid palate that's in good health. Slightly salty and roasted flavors of cassis, tobacco, root beer and braised beef finish with heady warmth.",Reserve,20,Budget Option,89,Mediocre,Mendoza Province,Mendoza,,Wild Iris 2010 Reserve Malbec (Mendoza),https://www.winemag.com/buying-guide/wild-iris-2010-reserve-malbec-mendoza/,Malbec,2010,Wild Iris,1
1838,14.1,Medium-High,Red,Argentina,"The award for the funkiest Tempranillo this side of Spain goes to this herbaceous number with the heavy pine, juniper and feline aromas. On the palate, this is heavy and soupy, while the flavor profile is green and sharp, with briny pickled notes throughout.",Ano Cero,17,Budget Option,82,Mediocre,Mendoza Province,La Consulta,,Altocedro 2017 Ano Cero Tempranillo (La Consulta),https://www.winemag.com/buying-guide/altocedro-2017-ano-cero-tempranillo-la-consulta/,Tempranillo,2017,Altocedro,1
1906,14.1,Medium-High,Red,Argentina,"Red-plum and raspberry aromas are lean and come with a note of cinnamon. Astringency and tartness are notable issues on a high-acid palate that's dealing strained flavors of plum skins and currant. On the finish, this Patagonian Cab Franc is sharp and even a touch sour, with rubbery tannins and a persistent tang.",Reserva,29,Reasonable,85,Mediocre,Other,Alto Valle del Rio Negro,,Verum 2017 Reserva Cabernet Franc (Alto Valle del Rio Negro),https://www.winemag.com/buying-guide/verum-2017-reserva-cabernet-franc-alto-valle-del-rio-negro/,Cabernet Franc,2017,Verum,1
2591,14.3,Medium-High,Red,Argentina,"While no other wines from this label have stood out in prior tastings, this blend of Malbec, Cabernet Sauvignon and Cabernet Franc is attractive and shows pretty aromas of blueberry, savory spice and graham cracker. A structured palate is sinewy and in good shape despite its age, while this tastes of savory, roasted berry fruits and chocolate. On the finish, this is chewy and doesn't waver. Drink now.",Grand Blend Block #12,22,Reasonable,91,Pretty Good,Mendoza Province,Mendoza,,Argenses 2011 Grand Blend Block #12 Red (Mendoza),https://www.winemag.com/buying-guide/argenses-2011-grand-blend-block-12-red-mendoza/,Bordeaux-style Red Blend,2011,Argenses,1
